BGC ID,Louvain cluster,closest MIBiG BGC,distance to closest MIBiG,Is_0.51_Assigned
CHL22_CC_220324_F_contig_2620.region001.gbk_region_1,C3338538,None,0.51,Yes (No MIBiG connection)
CHL22_PR_220403_F_contig_13553.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
CR17_RS170216_F_contig_428.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
CR17_PF170222_S_contig_9789.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
CR17_ET170220_1_S_contig_24510.region001.gbk_region_1,C3338537,None,0.51,Yes (No MIBiG connection)
CHL22_PJ_220330_F_contig_1487.region001.gbk_region_1,C3338537,None,0.51,Yes (No MIBiG connection)
HYD22_SC_221020_F_contig_12652.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
GUY_SRR21545388_k141_450031.region001.gbk_region_1,C3338536,None,0.51,Yes (No MIBiG connection)
CR17_QN170220_F_contig_335.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
CR18_CW180415_F_contig_176.region001.gbk_region_1,C3338536,None,0.51,Yes (No MIBiG connection)
KJ_230721_F_NODE_257_length_129432_cov_2.780349.region001.gbk_region_1,C3338536,None,0.51,Yes (No MIBiG connection)
CHL22_CU_220402_F_contig_43235.region001.gbk_region_1,C3338536,None,0.51,Yes (No MIBiG connection)
EPR_teddybear_k141_197822.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
CR17_ET170220_1_S_contig_1694.region001.gbk_region_1,C3338536,None,0.51,Yes (No MIBiG connection)
CR17_PG172224_S_contig_10224.region001.gbk_region_1,C3338536,None,0.51,Yes (No MIBiG connection)
FEN_GA_F_NODE_1007_length_16989_cov_5.620999.region001.gbk_region_1,C3338536,None,0.51,Yes (No MIBiG connection)
CHL22_EQ_220330_F_contig_2853.region001.gbk_region_1,C3338536,None,0.51,Yes (No MIBiG connection)
CR18_LW180405_S_contig_19170.region001.gbk_region_1,C3338537,None,0.51,Yes (No MIBiG connection)
CHL22_LC_220316_F_contig_52837.region001.gbk_region_1,C3338537,None,0.51,Yes (No MIBiG connection)
TR_230731_S_NODE_16174_length_4688_cov_1.269239.region001.gbk_region_1,C3338537,None,0.51,Yes (No MIBiG connection)
AEO22_TC_220902_F_contig_1360.region001.gbk_region_1,C3338537,None,0.51,Yes (No MIBiG connection)
CHL22_EQ_220330_F_contig_995.region001.gbk_region_1,C3338537,None,0.51,Yes (No MIBiG connection)
CR17_BR170218_2_S_contig_11490.region001.gbk_region_1,C3338537,None,0.51,Yes (No MIBiG connection)
CR18_CH180410_F_contig_9536.region001.gbk_region_1,C3338537,None,0.51,Yes (No MIBiG connection)
GUY_SRR21545388_k141_1383678.region001.gbk_region_1,C3338537,None,0.51,Yes (No MIBiG connection)
HYD22_FC_221023_F_contig_68199.region001.gbk_region_1,C3338537,None,0.51,Yes (No MIBiG connection)
CHL22_OA_220325_F_contig_24579.region001.gbk_region_1,C3338539,None,0.51,Yes (No MIBiG connection)
EPR_teddybear_k141_778970.region001.gbk_region_1,C3338536,None,0.51,Yes (No MIBiG connection)
GUY_SRR21545382_k141_526001.region001.gbk_region_1,C3338536,None,0.51,Yes (No MIBiG connection)
CR17_CY170214_S_contig_5156.region001.gbk_region_1,C3338536,None,0.51,Yes (No MIBiG connection)
EPR_riftia_k141_37007.region001.gbk_region_1,C3338536,None,0.51,Yes (No MIBiG connection)
EPR_riftia_k141_53041.region001.gbk_region_1,C3338536,None,0.51,Yes (No MIBiG connection)
CHL22_OA_220325_F_contig_52319.region001.gbk_region_1,C3338536,None,0.51,Yes (No MIBiG connection)
EPR_riftia_k141_268429.region001.gbk_region_1,C3338536,None,0.51,Yes (No MIBiG connection)
EPR_alvinella_k141_184598.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
CHL22_CU_220402_F_contig_5095.region001.gbk_region_1,C3338536,None,0.51,Yes (No MIBiG connection)
CR18_CH180410_F_contig_9742.region001.gbk_region_1,C3338537,None,0.51,Yes (No MIBiG connection)
CHL22_CH_220319_F_contig_19691.region001.gbk_region_1,C3338537,None,0.51,Yes (No MIBiG connection)
CR18_BW180407_F_contig_30087.region001.gbk_region_1,C3338537,None,0.51,Yes (No MIBiG connection)
CHL22_QN_220317_F_contig_182459.region001.gbk_region_1,C3338537,None,0.51,Yes (No MIBiG connection)
CR17_SL170214_F_contig_19595.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
CR18_ER180415_F_contig_7152.region001.gbk_region_1,C3338540,None,0.51,Yes (No MIBiG connection)
CHL22_CH_220319_F_contig_55603.region001.gbk_region_1,C3338537,None,0.51,Yes (No MIBiG connection)
CHL22_CU_220402_F_contig_101411.region001.gbk_region_1,C3338537,None,0.51,Yes (No MIBiG connection)
CHL22_RS_220319_F_contig_46551.region001.gbk_region_1,C3338537,None,0.51,Yes (No MIBiG connection)
CHL22_CU_220402_F_contig_101429.region001.gbk_region_1,C3338537,None,0.51,Yes (No MIBiG connection)
CR18_MC180404_S_contig_3540.region001.gbk_region_1,C3338536,None,0.51,Yes (No MIBiG connection)
GUY_SRR21545382_k141_149564.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
CR18_CL180409_F_contig_1484.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
CR17_QH170213_1_S_contig_1181.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
CR17_BR170218_2_F_contig_12893.region001.gbk_region_1,C3338537,None,0.51,Yes (No MIBiG connection)
AEO22_OS_220830_F_contig_56830.region001.gbk_region_1,C3338537,None,0.51,Yes (No MIBiG connection)
CHL22_OA_220325_F_contig_36031.region001.gbk_region_1,C3338537,None,0.51,Yes (No MIBiG connection)
CHL22_LC_220316_F_contig_8307.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
CHL22_CN_220327_F_contig_53796.region001.gbk_region_1,C3338536,None,0.51,Yes (No MIBiG connection)
TR_230731_S_NODE_1562_length_26929_cov_1.573726.region001.gbk_region_1,C3338536,None,0.51,Yes (No MIBiG connection)
AEO22_BO_220829_F_contig_72576.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
CR19_GU_190718_F_contig_8747.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
EPR_riftia_k141_285892.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
CHL22_PQ_220401_F_contig_284.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
CHL22_CR_220324_F_contig_10614.region001.gbk_region_1,C3338537,None,0.51,Yes (No MIBiG connection)
CHL22_CC_220324_F_contig_41778.region001.gbk_region_1,C3338536,None,0.51,Yes (No MIBiG connection)
HYD22_FC_221023_F_contig_12009.region001.gbk_region_1,C3338536,None,0.51,Yes (No MIBiG connection)
EPR_teddybear_k141_583998.region001.gbk_region_1,C3338536,None,0.51,Yes (No MIBiG connection)
CHL22_CU_220402_F_contig_68969.region001.gbk_region_1,C3338536,None,0.51,Yes (No MIBiG connection)
CHL22_EQ_220330_F_contig_9688.region001.gbk_region_1,C3338536,None,0.51,Yes (No MIBiG connection)
CHL22_CC_220324_F_contig_60587.region001.gbk_region_1,C3338536,None,0.51,Yes (No MIBiG connection)
HYD22_CB_221018_F_contig_7736.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
CHL22_SR_220328_F_contig_9867.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
HYD22_SC_221020_F_contig_5565.region001.gbk_region_1,C3338542,None,0.51,Yes (No MIBiG connection)
GUY_SRR21545388_k141_2277550.region001.gbk_region_1,C3338542,None,0.51,Yes (No MIBiG connection)
CR17_PG172224_S_contig_30280.region001.gbk_region_1,C3338542,None,0.51,Yes (No MIBiG connection)
EPR_riftia_k141_356545.region001.gbk_region_1,C3338542,None,0.51,Yes (No MIBiG connection)
CHL22_CH_220319_F_contig_84347.region001.gbk_region_1,C3338542,None,0.51,Yes (No MIBiG connection)
CHL22_CN_220327_F_contig_57704.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
CHL22_CZ_220329_F_contig_30337.region001.gbk_region_1,C3338536,None,0.51,Yes (No MIBiG connection)
GUY_SRR21545382_k141_304095.region001.gbk_region_1,C3338536,BGC0000869.gbk_region_1,0.48,No (Directly observed)
GUY_SRR21545384_k141_512928.region001.gbk_region_1,C3338536,BGC0000869.gbk_region_1,0.48,No (Directly observed)
NR_230731_F_NODE_13143_length_4354_cov_2.066241.region001.gbk_region_1,C3338536,None,0.51,Yes (No MIBiG connection)
CHL22_OA_220325_F_contig_100740.region001.gbk_region_1,C3338539,None,0.51,Yes (No MIBiG connection)
AEO22_HO_220830_F_contig_13312.region001.gbk_region_1,C3338539,BGC0000085.gbk_region_1,0.49,No (Directly observed)
CR17_SI170217_S_contig_7651.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
CHL22_CN_220327_F_contig_31752.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
HYD22_SC_221020_F_contig_752.region002.gbk_region_2,C3338535,None,0.51,Yes (No MIBiG connection)
CHL22_RS_220319_F_contig_64294.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
CHL22_QN_220317_F_contig_82360.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
CHL22_CU_220402_F_contig_58985.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
CR17_RV170221_F_contig_2155.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
CHL22_CU_220402_F_contig_58988.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
CHL22_CU_220402_F_contig_46008.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
CHL22_EQ_220330_F_contig_1992.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
GUY_SRR21545382_k141_1443539.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
CR17_QH170213_1_S_contig_56.region001.gbk_region_1,C3338537,None,0.51,Yes (No MIBiG connection)
CR18_RC180404_S_contig_513.region001.gbk_region_1,C3338536,None,0.51,Yes (No MIBiG connection)
CHL22_QN_220317_F_contig_1495.region001.gbk_region_1,C3338536,None,0.51,Yes (No MIBiG connection)
HYD22_FC_221023_F_contig_10342.region001.gbk_region_1,C3338536,None,0.51,Yes (No MIBiG connection)
CR18_LE180416_F_contig_3582.region001.gbk_region_1,C3338536,None,0.51,Yes (No MIBiG connection)
HYD22_SB_221021_F_contig_45880.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
CR18_RC180404_S_contig_3242.region001.gbk_region_1,C3338537,BGC0001647.gbk_region_1,0.49,No (Directly observed)
CHL22_LC_220316_F_contig_120955.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
AEO22_TC_220902_F_contig_748.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
CR18_LE180416_F_contig_7719.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
AEO22_HO_220830_F_contig_203.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
CHL22_QN_220317_F_contig_2088.region001.gbk_region_1,C3338536,None,0.51,Yes (No MIBiG connection)
CR17_EP170215_S_contig_18051.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
HYD22_CB_221018_F_contig_8419.region001.gbk_region_1,C3338537,BGC0000282.gbk_region_1,0.4,No (Directly observed)
AEO22_OS_220830_F_contig_971.region001.gbk_region_1,C3338537,BGC0000282.gbk_region_1,0.4,No (Directly observed)
CR18_LE180416_F_contig_4916.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
CHL22_LA_220331_F_contig_5942.region001.gbk_region_1,C3338536,None,0.51,Yes (No MIBiG connection)
CR17_PG172224_S_contig_695.region001.gbk_region_1,C3338536,None,0.51,Yes (No MIBiG connection)
CR17_PG172224_S_contig_1831.region001.gbk_region_1,C3338536,None,0.51,Yes (No MIBiG connection)
CR17_PG172224_S_contig_7400.region001.gbk_region_1,C3338537,None,0.51,Yes (No MIBiG connection)
CR17_PG172224_S_contig_8040.region001.gbk_region_1,C3338537,None,0.51,Yes (No MIBiG connection)
AEO22_BO_220829_F_contig_45781.region001.gbk_region_1,C3338537,None,0.51,Yes (No MIBiG connection)
CHL22_RS_220319_F_contig_43417.region001.gbk_region_1,C3338536,None,0.51,Yes (No MIBiG connection)
GUY_SRR21545382_k141_1323551.region001.gbk_region_1,C3338536,None,0.51,Yes (No MIBiG connection)
ARG19_AO_190224_S_contig_1523.region001.gbk_region_1,C3338536,None,0.51,Yes (No MIBiG connection)
GUY_SRR21545382_k141_660657.region001.gbk_region_1,C3338536,None,0.51,Yes (No MIBiG connection)
GUY_SRR21545388_k141_2784159.region001.gbk_region_1,C3338536,None,0.51,Yes (No MIBiG connection)
CHL22_OA_220325_F_contig_117621.region001.gbk_region_1,C3338536,None,0.51,Yes (No MIBiG connection)
CHL22_OA_220325_F_contig_96660.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
AEO22_BO_220829_F_contig_75317.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
CHL22_QN_220317_F_contig_27312.region001.gbk_region_1,C3338537,None,0.51,Yes (No MIBiG connection)
CHL22_QN_220317_F_contig_7164.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
CHL22_QN_220317_F_contig_935.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
CR18_PX180416_S_contig_1071.region001.gbk_region_1,C3338536,None,0.51,Yes (No MIBiG connection)
KJ_230721_F_NODE_1643_length_39748_cov_3.205472.region001.gbk_region_1,C3338537,None,0.51,Yes (No MIBiG connection)
AEO22_BO_220829_F_contig_49865.region001.gbk_region_1,C3338537,None,0.51,Yes (No MIBiG connection)
CR17_EP170215_S_contig_55266.region001.gbk_region_1,C3338537,None,0.51,Yes (No MIBiG connection)
CHL22_PJ_220330_F_contig_51043.region001.gbk_region_1,C3338537,None,0.51,Yes (No MIBiG connection)
CHL22_CR_220324_F_contig_25071.region001.gbk_region_1,C3338537,None,0.51,Yes (No MIBiG connection)
CR17_QH170213_1_F_contig_3090.region001.gbk_region_1,C3338536,None,0.51,Yes (No MIBiG connection)
CR18_GE180403_S_contig_15182.region001.gbk_region_1,C3338540,None,0.51,Yes (No MIBiG connection)
CR18_LE180416_S_contig_13759.region001.gbk_region_1,C3338540,None,0.51,Yes (No MIBiG connection)
AEO22_BP2_220829_F_contig_261.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
CHL22_CR_220324_F_contig_32484.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
KJ_230721_F_NODE_13115_length_8019_cov_1.124303.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
CHL22_CE_220402_F_contig_385.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
CHL22_OA_220325_F_contig_12976.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
CHL22_CH_220319_F_contig_98357.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
CHL22_CR_220324_F_contig_53671.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
CR17_RS170216_S_contig_667.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
AEO22_HO_220830_F_contig_1609.region001.gbk_region_1,C3338537,None,0.51,Yes (No MIBiG connection)
CHL22_CN_220327_F_contig_2215.region001.gbk_region_1,C3338537,None,0.51,Yes (No MIBiG connection)
GUY_SRR21545388_k141_2821695.region001.gbk_region_1,C3338536,None,0.51,Yes (No MIBiG connection)
CHL22_PR_220403_F_contig_37836.region001.gbk_region_1,C3338536,None,0.51,Yes (No MIBiG connection)
GUY_SRR21545388_k141_137429.region001.gbk_region_1,C3338536,None,0.51,Yes (No MIBiG connection)
CR18_XF180416_F_contig_9.region001.gbk_region_1,C3338537,None,0.51,Yes (No MIBiG connection)
CHL22_CU_220402_F_contig_2554.region001.gbk_region_1,C3338537,None,0.51,Yes (No MIBiG connection)
CHL22_LC_220316_F_contig_83740.region001.gbk_region_1,C3338537,None,0.51,Yes (No MIBiG connection)
GUY_SRR21545388_k141_1258995.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
GUY_SRR21545382_k141_1455264.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
FEN_LS_S_NODE_1585_length_17093_cov_4.797453.region001.gbk_region_1,C3338541,None,0.51,Yes (No MIBiG connection)
CHL22_EQ_220330_F_contig_18690.region001.gbk_region_1,C3338541,None,0.51,Yes (No MIBiG connection)
CHL22_OA_220325_F_contig_40391.region001.gbk_region_1,C3338541,None,0.51,Yes (No MIBiG connection)
CHL22_LA_220331_F_contig_5735.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
HYD22_FC_221023_F_contig_8718.region001.gbk_region_1,C3338536,None,0.51,Yes (No MIBiG connection)
CR17_EP170215_S_contig_21867.region001.gbk_region_1,C3338537,None,0.51,Yes (No MIBiG connection)
HYD22_CB_221018_F_contig_78.region001.gbk_region_1,C3338538,None,0.51,Yes (No MIBiG connection)
EPR_alvinella_k141_483208.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
CR17_BR170218_1_S_contig_4744.region001.gbk_region_1,C3338537,None,0.51,Yes (No MIBiG connection)
GUY_SRR21545382_k141_675303.region001.gbk_region_1,C3338536,None,0.51,Yes (No MIBiG connection)
CHL22_GB_220322_F_contig_36962.region001.gbk_region_1,C3338541,None,0.51,Yes (No MIBiG connection)
GUY_SRR21545388_k141_1404630.region001.gbk_region_1,C3338541,None,0.51,Yes (No MIBiG connection)
CHL22_PJ_220330_F_contig_7556.region001.gbk_region_1,C3338541,None,0.51,Yes (No MIBiG connection)
CHL22_LN_220321_F_contig_18876.region001.gbk_region_1,C3338541,None,0.51,Yes (No MIBiG connection)
CHL22_CC_220324_F_contig_24068.region001.gbk_region_1,C3338541,BGC0002545.gbk_region_1,0.5,No (Directly observed)
CHL22_OA_220325_F_contig_76398.region001.gbk_region_1,C3338536,None,0.51,Yes (No MIBiG connection)
CHL22_CH_220319_F_contig_53428.region001.gbk_region_1,C3338536,None,0.51,Yes (No MIBiG connection)
CR18_DS_F_contig_697.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
CHL22_CZ_220329_F_contig_71960.region001.gbk_region_1,C3338537,None,0.51,Yes (No MIBiG connection)
CR18_GE180403_S_contig_5655.region001.gbk_region_1,C3338537,None,0.51,Yes (No MIBiG connection)
CR18_YR180404_F_contig_869.region001.gbk_region_1,C3338537,None,0.51,Yes (No MIBiG connection)
EPR_riftia_k141_323811.region001.gbk_region_1,C3338537,None,0.51,Yes (No MIBiG connection)
HYD22_SP_221019_F_contig_6869.region001.gbk_region_1,C3338537,None,0.51,Yes (No MIBiG connection)
CHL22_QN_220317_F_contig_2712.region001.gbk_region_1,C3338537,None,0.51,Yes (No MIBiG connection)
CHL22_LP_220401_F_contig_99155.region001.gbk_region_1,C3338537,None,0.51,Yes (No MIBiG connection)
CHL22_CZ_220329_F_contig_71207.region001.gbk_region_1,C3338537,None,0.51,Yes (No MIBiG connection)
CR17_PG172224_S_contig_24175.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
CR18_RC180404_S_contig_16725.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
AEO22_OS_220830_F_contig_13399.region001.gbk_region_1,C3338538,None,0.51,Yes (No MIBiG connection)
TR_230731_S_NODE_31907_length_2612_cov_4.828974.region001.gbk_region_1,C3338537,None,0.51,Yes (No MIBiG connection)
CHL22_LR_220331_F_contig_1173.region001.gbk_region_1,C3338537,None,0.51,Yes (No MIBiG connection)
CR18_CV180410_S_contig_20589.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
CHL22_QN_220317_F_contig_4668.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
AEO22_GV_220827_F_contig_17641.region001.gbk_region_1,C3338537,None,0.51,Yes (No MIBiG connection)
KJ_230721_F_NODE_5370_length_15908_cov_1.271529.region001.gbk_region_1,C3338537,None,0.51,Yes (No MIBiG connection)
CR18_LH180406_F_contig_2167.region001.gbk_region_1,C3338537,None,0.51,Yes (No MIBiG connection)
CR17_FA170219_1_S_contig_589.region001.gbk_region_1,C3338536,None,0.51,Yes (No MIBiG connection)
CR18_CI180408_S_contig_60.region001.gbk_region_1,C3338537,None,0.51,Yes (No MIBiG connection)
CR18_LE180416_F_contig_8738.region001.gbk_region_1,C3338536,None,0.51,Yes (No MIBiG connection)
CHL22_CA_220323_F_contig_17857.region001.gbk_region_1,C3338538,None,0.51,Yes (No MIBiG connection)
CR17_BR170218_2_S_contig_11849.region001.gbk_region_1,C3338537,None,0.51,Yes (No MIBiG connection)
CHL22_EQ_220330_F_contig_40711.region001.gbk_region_1,C3338537,None,0.51,Yes (No MIBiG connection)
CR17_BR170218_2_S_contig_10224.region001.gbk_region_1,C3338537,None,0.51,Yes (No MIBiG connection)
CHL22_QN_220317_F_contig_943.region001.gbk_region_1,C3338536,None,0.51,Yes (No MIBiG connection)
CHL22_PR_220403_F_contig_21149.region002.gbk_region_2,C3338535,None,0.51,Yes (No MIBiG connection)
